,text
12545,"### Question: is gotham that much of a revolving door justice system?
### Answer: is gotham that a justices systems?"
12546,"### Question: and to make matters worse, every single joker tale is the same three part formula.
### Answer: and to, every is same three formula."
12547,"### Question: one joker gasses people.
### Answer: one person."
12548,"### Question: three batman saves the day.
### Answer: three days."
12549,"### Question: there was one episode i saw that was not a joker story.
### Answer: there one i that was not story."
12550,"### Question: thank goodness for the existence of the timmdinietc.
### Answer: the."
12551,"### Question: stuff that good, and i should have known this, just could not possibly have lasted forever, unfortunately.
### Answer: stiff, and i should have known these, could not have lasted."
12552,"### Question: i think that can sum up this show about as well as anything.
### Answer: i think this can sum up as anything."
12553,"### Question: it is just too damn good.
### Answer: it is."
12554,"### Question: the concept of a younger, less experienced batman fighting crime is a fine one, and at times the art is very nice.
### Answer: is, and mites art is verb."
12555,"### Question: guess what?
### Answer: what?"
12556,"### Question: they were eating corn.
### Answer: they."
12557,"### Question: they have been written for the demographic of children under twelve.
### Answer: they have child twelve."
12558,"### Question: of course they should.
### Answer: they should."
12559,"### Question: so it gets three.
### Answer: it three."
12560,"### Question: some more detail.
### Answer: some."
12561,"### Question: his life abroad.
### Answer: his."
12562,"### Question: there is no doubt about that.
### Answer: there no doubt."
12563,"### Question: in other words, he was also liberated.
### Answer: words, he."
12564,"### Question: true, freedom was augusta less, but this bitter sweet freedom tastes sour in this film.
### Answer: but hastes films."
12565,"### Question: we see a lonely, bored snob getting older.
### Answer: we a, getting."
12566,"### Question: i wonder.
### Answer: i."
12567,"### Question: this presentation of byron was unbelievable.
### Answer: byron."
12568,"### Question: here he appeared as a tawdry jumped up little squirt instead of a fiery hero of womenfolk and the greek struggle for independence.
### Answer: he up a womenfolk and the struggle independences."
12569,"### Question: it is said that byron walked with a limp.
### Answer: it is said that byron walked limp."
12570,"### Question: this portrayal of the man was just limp all over.
### Answer: portrayal men was."
12571,"### Question: it was utter tedium, if not downright boredom, from start to finish.
### Answer: it telium, not downright boredoms, stark finish."
12572,"### Question: the result was a funny book about his life.
### Answer: his life."
12573,"### Question: none of the gags really hits the point.
### Answer: hits."
12574,"### Question: they could have used this freedom to do almost everything.
### Answer: they could have used freedoms to do everything."
12575,"### Question: is running on channel two the movie finally arrived in television unfortunately.
### Answer: is two movies arrived television."
12576,"### Question: admittedly, i watched this piece with already very low expectations.
### Answer: i watched expectation."
12577,"### Question: it is rude, offensive, redneck and blatantly anti women.
### Answer: it is redneck and women."
12578,"### Question: not even the expense of six.five megaeuros were able to save this utter piece of crap.
### Answer: not even the were to save this niece crap."
12579,"### Question: so why does this show suck?
### Answer: why does shows?"
12580,"### Question: the episode of the woman cave woman with a attitude was actually a big, yea right, for us.
### Answer: a, rights, us."
12581,"### Question: it was that bad.
### Answer: it those."
12582,"### Question: i did not expect much and i actually received less.
### Answer: i not and i received."
12583,"### Question: now that would make for an intriguing series!
### Answer: that would!"
12584,"### Question: but a regular series?
### Answer: but serifs?"
12585,"### Question: it lasted one season.
### Answer: it lasted one."
12586,"### Question: no doubt our cavemen friends will follow suit.
### Answer: your will follow supt."
12587,"### Question: the joke, cavemen are not treated fairly.
### Answer: are not created."
12588,"### Question: hahaha!!!
### Answer: hahaha!"
12589,"### Question: he cannot dial a phone because he is a caveman.
### Answer: he can not phones because he is cavemen."
12590,"### Question: there is no humor in this show.
### Answer: there no."
12591,"### Question: the crying caveman is annoying.
### Answer: caveman is."
12592,"### Question: the caveman with the glasses is too smart to be a cavemanhahaha!!!.
### Answer: the glass is smart to be a cavemanhahahas!."
12593,"### Question: i wasted my time and gave this show a chance.
### Answer: i wasted my and cave chances."
12594,"### Question: the acting is poor and the story line is contrived.
### Answer: is and line is contrived."
12595,"### Question: now dinosaurs was a bit strange but at least it was entertaining.
### Answer: but it be."
12596,"### Question: that show lasted three seasons and was finally scraped.
### Answer: three and be scraped."
12597,"### Question: this new show, based on an insurance companies commercials, is not funny and really has nothing going for it.
### Answer: an company commercial, is not and really have nothing going it."
12598,"### Question: quite possibly the stupidest idea ever created; almost being worthy of jail time for the writers.
### Answer: ever almost being tame waiters."
12599,"### Question: it was reminiscent of listening to a twenty two minute andy rooney dialog, followed by death by steak knives via midget cannibals.
### Answer: it reminiscent a twenty two andy rooney dialog, by heath by steak knife midgets cannibals."
12600,"### Question: yeah, that is fine.
### Answer: yeah, these is."
12601,"### Question: possibly the best writing i have ever witnessed.
### Answer: i have witnessed."
12602,"### Question: twenty two minutes of cavemen with horrible makeup, tackling tough social issues...
### Answer: twenty two, issue"
12603,"### Question: sounds like an entertaining night.
### Answer: nights."
12604,"### Question: why?
### Answer: why?"
12605,"### Question: you will soon understand.
### Answer: you will."
